station_code,name,lat,lon,type,nearest_town,warning_level,danger_level,frl,mwl,highest_flow_level
008-MGD1LKN,Motipur,28.348333333333333,80.92083333333333,Base,"",138.5,139.5,,,141.42
008-MGD2LKN,Moradabad,28.826666666666668,78.79833333333333,Level,,189.6,190.6,,,192.88
008-MGD3VNS,Ballia,25.75,84.38333333333334,Level,BALLIA,56.615,57.615,,47.795,60.39
008-MGD4PTN,Triveni,27.435833333333335,83.90694444444445,Base,"",108.67,109.67,,0.0,112.79
008-MGD5PTN,Sahibganj,25.247777777777777,87.64916666666667,Level,"",26.25,27.25,,,30.91
008-NDBHP,Dindori,22.94811111111111,81.0761111111111,Base,"",667.0,670.0,,,669.64
008-SIDGTK,Sankalang,27.51722222222222,88.53222222222222,Base,"",,,,,770.0
008-SRDCBE,SAVANDAPUR,11.520000000000001,77.51,Level,"",184.5,185.5,,,187.75
008-TDSURAT,DAHIGAON,20.83361111111111,75.4238888888889,Base,,221.9,222.34,,,226.162
008-UBDDIB,Miao,27.49361111111111,96.21916666666667,Base,"",238.9,239.9,,,241.57
008-UGDHYD,Lasur,19.9375,74.025,Base,"",,,,,513.5
008-UKDPUNE,Gokak,16.18138888888889,74.80111111111111,Base,,543.0,546.0,,,550.35
008-UYDDEL,Paonta,30.417705555555557,77.62275833333332,Level,"",383.5,384.5,,,384.6
008-WGDNGP,Satrapur,21.21638888888889,79.23305555555555,Base,"",,,,,278.43
008CHEJMU,Gulabgarh,33.26972222222222,76.16777777777779,Base,,1785.45,1786.45,,,1787.45
008NEID3,Jotte,27.042222222222225,93.46111111111111,Base,,,,,,
009     -SRDCBE,URACHIKOTTAI,11.477777777777778,77.7,Base,"",163.0,164.0,,,165.95
009-CDBNG,KUPPELUR,14.5,75.63388888888889,Base,,537.65,538.15,,,540.89
009-CDJAPR,Tonk,26.197222222222223,75.84166666666667,Base,"",262.0,262.8,,,262.05
009-DDASL,Pupunki,23.714444444444442,86.20222222222222,Base,"",152.5,153.5,,,156.6
009-ERDBWN,Ghatsila,22.580555555555556,86.46833333333333,Base,,,,,,86.835
009-GD3BEH,CHAPRA,23.504166666666666,88.55138888888888,Base,,10.435,10.961,,,12.035
009-HGDDDN,Koteshwar,30.265777777777778,78.50313888888888,Base,"",544.0,545.0,,,546.7
009-HYDCHENNAI,Singavaram,14.597777777777779,78.01333333333334,Base,"",260.08,261.08,,,261.58
009-LBDJPG,Rangpo,27.171666666666667,88.52972222222222,Base,"",,,,,304.6
009-LGDHYD,Kiwaibalenga (Bawardhi),19.64472222222222,81.55138888888888,Base,,,,,,573.47
009-LKDHYD,P.D. Jurala,16.33,77.7,Inflow,"",,,318.52,,
009-LYDAGRA,MOHANA,25.82361111111111,79.4625,Level,"",121.66,122.66,,,132.16
009-MAHGAND,Khanpur,22.535,73.14027777777778,Base,"",18.0,19.0,,,28.27
009-MBDGHY,Lakhipur,24.791666666666668,93.00472222222223,Base,"",,,,,26.96
009-MDBURLA,Sankara,21.28888888888889,82.65138888888889,Base,,,,,,271.18
009-MDSIL,Monierkhal,24.583055555555557,92.9563888888889,Base,"",,,,,32.18
009-MGD1LKN,B.K.Ghat,28.272777777777776,81.09083333333332,Base,"",135.78,136.78,138.0,136.8,137.44
009-MGD2LKN,Bareilly,28.299166666666668,79.36638888888888,Level,"",162.07,163.07,,,162.82
009-MGD3VNS,Sultanpur,26.275277777777777,82.0667,Base,,83.73,84.73,,,89.445
009-MGD4PTN,Khadda,27.230833333333333,83.8761111111111,Level,"",95.0,96.0,,,97.5
009-MGD5PTN,Rewaghat,25.993333333333336,85.04972222222221,Level,"",53.41,54.41,,,55.46
009-NDBHP,Manot,22.735833333333336,80.51311111111112,Base,"",461.15,462.15,,,459.65
009-SWRDKOCHI,PUDUR,10.777500000000002,76.51222222222222,Base,"",63.5,64.5,,,65.14
009-TDSURAT,MORANE,20.909444444444443,74.71333333333334,Base,,266.0,267.0,,,268.5
009-UBDDIB,Namsai,27.635555555555555,95.84805555555555,Level,"",144.8,145.8,,,146.6
009-UGDHYD,Jaikwadi Dam,19.487222222222222,75.3711111111111,Inflow,"",,,463.91,465.5,
009-UKDPUNE,Cholachagudda,15.872222222222224,75.72333333333333,Base,,529.0,531.5,,,537.2
009-UYDDEL,Hathnikund Barrage,30.314444444444444,77.585,Inflow,"",,,334.0,,
009-WGDNGP,Pauni,20.795,79.64944444444446,Level,Pauni,226.73,227.73,,,237.115
009NEID3,Yingkiong ,28.661666666666665,95.01277777777777,Level,Upper Siang,324.0,325.0,,,295.48
01 02 14 005,Shetrunji dam,21.473333333333333,71.88027777777778,Inflow,,,,55.53,57.68,
01 02 17 005, Purna at Yerli,20.93777777777778,76.4738888888889,Base,,221.0,223.0,,,233.7
01-10-01-001,Dimapara,25.231944444444444,90.24305555555556,Base,"",,,,,30.02
01-10-02-001,Sibbari,25.190555555555555,90.49805555555555,Base,"",,,,,21.33
01-10-09-001,Therriaghat,25.188055555555557,91.765,Base,"",,,,,45.0
01-10-14-001,Byrnihat,26.040277777777778,91.86583333333333,Base,,,,,,61.58
01-10-15-001,Shella,25.179722222222225,91.63527777777779,Base,,,,,,25.83
01-10-16-001,Ranikor,25.219166666666666,91.24527777777777,Base,,,,,,29.18
01-10-17-001,Balat,25.223888888888887,91.35527777777777,Base,,,,,,31.316
01-10-18-001,Sonapur,25.110555555555557,92.36277777777777,Base,,,,,,30.8
01-10-19-001,Nongstoin-I (Mawthungkper),25.467777777777776,91.30111111111111,Base,,,,,,1444.44
01-10-21-001,Umkiang,25.060555555555556,92.38388888888889,Base,,,,,,18.81
01-10-22-001,Rymbai,25.33222222222222,92.31777777777778,Base,,,,,,1098.54
01-10-23-001,Myntangtihwieh (Khadkasla),25.578055555555554,92.55722222222222,Base,,,,,,758.98
01-10-24-001,Jalalpur,25.0025,92.45666666666666,Base,,,,,,18.08
01-10-25-001,Risiang,25.50777777777778,91.19611111111111,Base,,,,,,1220.12
01-10-28-001,Baghmara,25.199166666666667,90.6438888888889,Base,,,,,,23.85
01-10-29-001,Jiribam,24.803333333333335,93.11055555555555,Base,,,,,,29.67
01-10-30-001,Umroi,25.710555555555555,91.99194444444444,Base,,,,,,866.72
01-11-01-002,Matijuri,24.649444444444445,92.60888888888888,Level,"",19.27,20.27,,,22.81
01-11-01-006,Badarpur Ghat,24.87527777777778,92.57833333333333,Level,Badarpur,15.85,16.85,,,18.48
01-11-01-007,Annapurna Ghat,24.83277777777778,92.79166666666667,Level,Silchar,18.83,19.83,,,21.84
01-11-01-008,Fulertal,24.790277777777778,93.00777777777778,Base,Lakhipur,,23.88,,,26.43
01-11-03-001,Fakirabazar,24.860833333333336,92.29027777777777,Base,"",,,,,18.575
01-11-06-003,Dholai,24.59361111111111,92.84527777777777,Base,"",,24.58,,,28.24
01-11-13-001,Gumrabazar,24.97694444444444,92.51833333333333,Base,,,,,,18.5
010- SRDCBE,NELLITHURAI,11.287777777777778,76.89111111111112,Base,"",306.5,307.0,,,309.47
010-CDBNG,MAHISHI,13.697222222222223,75.33555555555554,Base,,593.5,594.0,,,596.985
010-CDJAPR,Baranwada,26.002777777777776,76.67027777777778,Base,"",197.0,198.0,,,202.865
010-DDASL,Panchat Reservoir,23.68,86.75,Inflow,"",,132.588,132.59,132.59,132.893
010-ERDBWN,Jamsholaghat,22.21972222222222,86.71666666666667,Base,"",48.32,49.16,,,56.755
010-HGDDDN,Devprayag (B),30.151944444444442,78.59944444444444,Base,"",462.0,463.0,,,474.5
010-HYDCHENNAI,Kamalapuram,14.580555555555556,78.67777777777778,Base,"",137.7,138.7,,,139.2
010-LGD3BEH,ENGLISHBAZAR,24.995,88.14861111111112,Base,,22.75,23.5,,,24.77
010-LGDHYD,Cherribeda (Bardha),19.645833333333332,81.48583333333333,Base,,,,,,575.63
010-LKDHYD,Tungabhadra Dam,15.26,76.33999999999999,Inflow,Shimoga,,,497.74,497.74,
010-MAHGAND,Panam Dam,23.054166666666667,73.71666666666667,Inflow,"",,,127.41,128.015,
010-MBDGHY,Annapurnaghat,24.83277777777778,92.79166666666667,Level,Silchar,18.83,19.83,,,21.84
010-MDBURLA,Rampur,21.647222222222222,82.51611111111112,Base,,,,,,229.665
010-MDSIL,Sairang,23.811944444444446,92.65,Base,"",,,,,75.96
010-MGD1LKN,Elginbridge,27.095277777777778,81.48611111111111,Level,Barabanki,105.07,106.07,,,107.616
010-MGD2LKN,Dabri,27.498055555555556,79.69722222222222,Level,"",136.3,137.3,,,139.695
010-MGD3VNS,Jaunpur,25.749166666666667,82.67194444444445,Level,"",73.066,74.066,,,77.738
010-MGD4PTN,Chatia,26.532777777777778,84.5586111111111,Level,"",68.15,69.15,,,70.04
010-NDBHP,Mandla,22.598333333333333,80.36527777777778,Level,"",437.0,437.8,,,439.405
010-SWRDKOCHI,MANKARA,10.761111111111111,76.48611111111111,Base,OTTAPALAM,51.53,52.53,,,52.53
010-TDSURAT,LAKHPURI,20.845555555555553,77.36055555555555,Base,,,,,,271.015
010-UBDDIB,Dibrugarh,27.488611111111112,94.90972222222223,Level,"",104.7,105.7,,,106.48
010-UGDHYD,Dhalegaon,19.199722222222224,76.36638888888888,Base,"",400.0,400.8,,399.29,400.005
010-UKDPUNE,Narsingpur,17.97138888888889,75.13916666666667,Base,"",458.403,459.033,,,462.393
010-UYDDEL,Kalanaur,30.067777777777778,77.35388888888889,Base,"",266.2,267.2,,,268.66
010-WGDNGP,Ashti,19.684722222222224,79.78861111111111,Base,,,,,,155.35
0102009002,Una,20.826944444444443,71.0475,Base,"",18.5,19.5,,,19.8
010202008,Karoti,24.593333333333334,72.56333333333333,Base,,237.0,238.0,,,239.0
010213UA1,Borwa,23.21611111111111,74.78,Base,"",322.0,323.0,,,331.35
010213UA3,Khandiovari,24.011388888888888,73.66416666666667,Base,"",270.0,271.0,,,272.45
010213UB1,Sohagpura,23.918333333333333,74.70027777777779,Base,"",401.0,402.0,,,402.72
010213UB3,Amarpura,24.2875,73.84638888888888,Base,"",289.0,289.5,,,289.72
010214001,Chhasara,23.349166666666665,68.76833333333333,Base,,7.5,8.5,,,8.84
010214002,Savni,20.949444444444445,70.45666666666666,Base,,21.0,22.0,,,23.25
010214003,Jamraval,21.92,69.485,Base,,8.0,9.0,,,10.4
010MGD5PTN,Lalganj,25.83138888888889,85.16805555555555,Base,"",49.5,50.5,,,52.12
011-CDBMG,HARIHARAPURA,13.5225,75.30361111111111,Base,,617.5,618.0,,,619.865
011-CDBNG,SAKLESHPUR,12.943333333333333,75.79388888888889,Base,,892.5,894.0,,,895.05
011-CDJAPR,Mandawara,25.379444444444445,76.14750000000001,Base,"",216.0,220.0,,,225.58
011-DDASL,Konar Reservoir,23.929444444444446,85.76194444444444,Inflow,"",,427.94,427.94,426.94,427.91
011-ERDBWN,Fekoghat,22.308611111111112,86.91638888888889,Base,"",,,,,48.4
011-HGDDDN,Devprayag (G),30.140555555555554,78.59694444444445,Base,"",462.0,463.0,,,472.5
011-HYDCHENNAI,Nagalamedike,14.18888888888889,77.37222222222222,Base,,548.045,549.045,,,549.545
011-LBDJPG,Majitar,27.107222222222223,88.32222222222222,Base,"",,,,,279.29
011-LGD3BEH,HANSKHALI,23.35777777777778,88.6086111111111,Base,,7.96,8.59,,,10.03
011-LGDHYD,Chindnar,19.083055555555557,81.3,Base,"",,,,,340.2
011-LKDHYD,Oollenur,15.491944444444444,76.7175,Base,"",,,,,381.74
011-LYDAGRA,GARRAULI,25.080833333333334,79.34333333333333,Base,Mohana,203.0,204.0,,,205.4
011-MAHGAND,Som Kamla Amba Dam,23.97833333333333,74.0325,Inflow,"",,,213.5,215.5,
011-MBDGHY,Badarpurghat,24.87527777777778,92.57833333333333,Level,Badarpurghat,15.85,16.85,,,18.48
011-MDBURLA,Kelo at Raigarh,21.891111111111112,83.39916666666667,Base,,,,,,229.69
011-MDSIL,Tuirial,23.71833333333333,92.79972222222221,Base,"",,,,,156.1
011-MGD1LKN,Ayodhya ,26.811111111111114,82.2075,Level,"",91.73,92.73,,,94.01
011-MGD2LKN,Ankinghat,26.93305555555556,80.03277777777778,Level,"",123.0,124.0,,,124.49
011-MGD3VNS,Kharra,23.501944444444444,82.84027777777777,Base,"",407.61,408.61,,395.73,411.11
011-MGD4PTN,Dumariaghat,26.35888888888889,84.74805555555555,Level,"",61.22,62.22,,,64.36
011-MGD5PTN,Hajipur,25.689722222222223,85.19611111111111,Level,"",49.32,50.32,,,50.93
011-SRDCBE,KODUMUDI,11.08,77.89,Level,erode,125.5,126.5,,121.65,128.14
011-SWRDKOCHI,ARANGALI,10.286111111111111,76.32222222222222,Base,CHALAKKUDY,7.1,8.1,,,10.58
011-TDSURAT,GOPALKHEDA,20.874166666666667,76.99138888888889,Base,"",245.0,,,,252.45
011-UBDDIB,Margherita,27.283611111111114,95.66277777777778,Base,"",134.85,135.85,,,137.51
011-UGDHYD,G.R.BRIDGE,19.01638888888889,76.71638888888889,Base,,,,,,
011-UKDPUNE,Takli,17.414166666666667,75.84777777777778,Base,"",419.0,420.5,,,424.5
011-UYDDEL,Karnal,29.76222222222222,77.13166666666666,Level,"",248.8,249.5,,,250.07
011-WGDNGP,Hivra,20.547222222222224,78.325,Base,"",,,,,248.41
012-CDBNG,KUDIGE,12.5025,75.96083333333334,Base,,819.0,820.0,,,822.34
012-CDJAPR,Pali,25.854722222222225,76.56777777777778,Base,"",197.0,198.0,,,204.1
012-ERDBWN,Rajghat,21.767777777777777,87.16416666666667,Level,"",9.45,10.36,,,12.69
012-HGDDDN,Ganganagar,30.400555555555552,79.04194444444444,Level,,803.0,804.0,,,808.01
012-HYDCHENNAI,Naidupet,13.947222222222223,79.89722222222223,Base,"",23.95,24.95,,,25.95
012-LGD3BEH,ISLAMPUR (SEASONAL),24.15138888888889,88.46277777777777,Base,,,,,,19.21
012-LGDHYD,Tumnar (Dantewara),19.01222222222222,81.2325,Base,"",,,,,326.83
012-LKDHYD,T. Ramapuram,15.661111111111111,76.96555555555555,Base,"",353.368,354.368,,,356.478
012-LYDAGRA,GAISABAD,24.2425,79.8436111111111,Base,"",306.0,307.0,,,309.085
012-MAHGAND,Rangeli,23.872222222222224,74.22333333333333,Base,"",155.0,156.0,,,160.86
012-MBDGHY,Gharmura,24.28527777777778,92.51611111111112,Base,"",,28.05,,,36.51
012-MDBURLA,Hirakud Reservoir,21.52,83.85,Inflow,Sambalpur,,,192.02,,192.3
012-MDSIL,Sonamura,23.47222222222222,91.26277777777777,Level,"",11.5,13.5,,,14.43
012-MGD1LKN,Turtipar,26.141111111111112,83.87472222222222,Level,"",63.01,64.01,,,66.0
012-MGD2LKN,Kanpur,26.47222222222222,80.3786111111111,Level,"",112.0,114.0,,,114.08
012-MGD3VNS,Kuldah Bridge,24.410833333333333,81.70416666666667,Base,"",237.25,238.25,,,245.18
012-MGD4PTN,Sonbarsa,26.841666666666665,85.58555555555554,Level,"",80.85,81.85,,,83.2
012-MGD5PTN,Darauli,26.075,84.12694444444443,Level,"",59.82,60.82,,,61.82
012-NDBHP,Barmanghat,23.022777777777776,79.03194444444445,Base,"",322.0,323.0,,,331.32
012-SRDCBE,ELUNUTHIMANGALAM,11.031666666666668,77.8875,Base,"",132.0,133.0,,129.08,133.22
012-SWRDKOCHI,NEELEESWARAM,10.18361111111111,76.49555555555555,Level,"",9.0,10.0,,,12.4
012-TDSURAT,YERLI,20.93638888888889,76.47416666666666,Base,"",221.0,223.0,,,233.7
012-UBDDIB,Naharkatia,27.29388888888889,95.33138888888888,Level,"",119.4,120.4,,,122.69
012-UGDHYD,Gangakhed W/L Station,18.979999999999997,76.75,Level,"",374.0,375.0,,,377.24
012-UKDPUNE,Wadakbal,17.534166666666668,75.88472222222222,Base,"",426.5,427.5,,,430.6
012-UYDDEL,Mawi ,29.3825,77.15444444444445,Level,"",231.0,231.5,,,232.75
012-WGDNGP,Nandgaon,20.525555555555556,78.80888888888889,Base,"",,,,,213.63
013 NDBHP,Sandia,22.91611111111111,78.34777777777778,Base,"",310.53,311.53,,,318.55
013-CDBNG,M.H. HALLI,12.82,76.14111111111112,Base,,844.0,846.0,,,846.655
013-CDJAPR,Manderial,26.280833333333334,77.2761111111111,Level,"",164.0,165.0,,,170.05
013-DDASL,DURGAPUR BARRAGE,23.46638888888889,87.31638888888888,Inflow,,,,,,
013-ERDBWN,Swampatna,21.616666666666667,85.91666666666667,Base,"",,311.1,,,316.3
013-HGDDDN,Marora ,29.937305555555557,78.70244444444445,Base,SATPULI,555.0,556.0,,,556.6
013-HYDCHENNAI,Sullurpet,13.707777777777777,80.01,Base,"",5.0,6.0,,,7.4
013-LBDJPG,KHANITAR,27.17777777777778,88.51333333333334,Base,"",,,,,298.4
013-LGD3BEH,KALNA (Ebb),23.220277777777778,88.37249999999999,Base,,7.03,7.63,,,10.3
013-LGDHYD,Pathagudem,18.81638888888889,80.35,Base,"",98.45,99.75,,,103.61
013-LKDHYD,Mantralayam,15.94,77.42,Level,"",310.0,312.0,,,318.77
013-LYDAGRA,MADLA,24.732499999999998,80.00694444444444,Base,"",181.5,182.5,,,185.45
013-MAHGAND,Hathmati Weir,23.60777777777778,72.9675,Base,"",,,,,146.4
013-MBDGHY,Chotabekra,24.68027777777778,93.10249999999999,Base,"",,26.2,,,32.1
013-MDBURLA,Dharamjaigarh,22.47722222222222,83.21416666666667,Base,,,,,,279.575
013-MDSIL,Belonia,23.25888888888889,91.46611111111112,Base,Belonia,14.0,15.0,,,18.515
013-MGD1LKN,Uskabazar,27.18888888888889,83.12555555555555,Base,"",82.52,83.52,,,85.62
013-MGD2LKN,Dalmau,26.060833333333335,81.0286111111111,Level,"",98.36,99.36,,,99.84
013-MGD3VNS,Chopan,24.529722222222222,83.02305555555556,Base,"",170.0,171.0,,,175.61
013-MGD4PTN,Kamtaul,26.35388888888889,85.80638888888889,Level,"",49.0,50.0,,,53.05
013-MGD5PTN,Gangpur Siswan,25.940555555555555,84.39222222222223,Level,"",56.04,57.04,,,58.26
013-SRDCBE,MUSIRI,10.938055555555556,78.44027777777778,Level,"",82.115,83.115,,80.92,86.98
013-SWRDKOCHI,KALAMPUR,9.990555555555554,76.63222222222221,Base,"",12.64,13.64,,,17.47
013-TDSURAT,TESKA,21.815,77.77361111111111,Base,,465.0,475.53,,,473.5
013-UBDDIB,Chenimari (Khowang),27.31222222222222,94.88166666666666,Level,"",101.11,102.11,,,104.23
013-UGDHYD,Zari,19.39472222222222,76.77333333333333,Base,"",380.0,381.0,,,387.38
013-UKDPUNE,Anjanari,16.934722222222224,73.51416666666667,Base,,16.5,17.5,,,20.5
013-UYDDEL,Baghpat,28.988055555555558,77.20277777777778,Base,"",215.5,216.5,,,217.18
013-WGDNGP,Ghugus,19.95583333333333,79.10083333333333,Base,"",,,,,185.48
014-CDJAPR,Chittorgarh,24.899722222222223,74.63388888888889,Base,"",406.9,407.9,,,409.235
014-DDASL,JAMALPUR,23.083055555555557,87.93333333333334,Base,"",,,,,23.75
014-ERDBWN,Champua,22.06888888888889,85.67055555555557,Base,,,,,,379.06
014-HGDDDN,Rishikesh,30.103055555555557,78.30388888888889,Level,RISHIKESH,339.5,340.5,,,341.72
014-HYDCHENNAI,Arcot,12.91388888888889,79.33305555555555,Base,"",158.69,159.69,,,160.19
014-LGD3BEH,KALNA (flow),23.220277777777778,88.37249999999999,Base,,7.03,7.63,,,10.3
014-LGDHYD,Perur,18.53666666666667,80.37666666666667,Base,venkatapuram,78.15,81.15,,,87.42
014-LKDHYD,Bawapuram,15.8825,77.95722222222223,Base,"",276.0,278.0,,,285.225
014-LYDAGRA,BANDA,25.481388888888887,80.31222222222222,Level,Madla,103.0,104.0,,,113.29
014-MAHGAND,Watrak Dam,23.31833333333333,73.40611111111112,Base,,,,,,
014-MDBURLA,Salebhata,20.983055555555556,83.53694444444444,Base,,,,,,139.93
014-MDSIL,KAILASHAHAR GDSQ SITE,24.3175,91.99388888888889,Level,Kailashahar,24.34,25.34,,,25.95
014-MGD1LKN,Chandradeepghat,27.135555555555555,82.50083333333333,Base,,87.84,88.84,,,92.04
014-MGD2LKN,Lucknow,26.861944444444447,80.94611111111111,Level,,108.5,109.5,,,110.85
014-MGD3VNS,RIHAND DAM,24.21,83.02,Inflow,"",,,268.23,271.27,
014-MGD4PTN,Ekmighat,26.119444444444444,85.87638888888888,Level,"",45.94,46.94,,,49.52
014-MGD5PTN,Chhapra,25.754166666666666,84.7875,Level,"",52.68,53.68,,,54.59
014-NDBHP,Handia,22.496111111111112,76.99333333333334,Base,,271.9,272.9,,,274.9
014-SRDCBE,NALLAMARANPATTY,10.880833333333333,77.98472222222222,Base,"",134.12,135.12,,128.01,138.5
014-SWRDKOCHI,RAMAMANGALAM,9.943611111111112,76.47833333333334,Base,"",8.0,9.0,,,9.8
014-TDSURAT,DEDTALAI,21.513055555555557,76.75722222222223,Base,,283.0,285.0,,,295.0
014-UBDDIB,Dillighat,27.14,95.36999999999999,Base,"",120.43,121.43,,,127.3
014-UGDHYD,Purna,19.183333333333334,77.03305555555555,Base,"",368.0,374.5,,,372.72
014-UKDPUNE,Badlapur,19.16222222222222,73.25416666666666,Base,Badlapur,16.5,17.5,,,26.162
014-UYDDEL,Palla,28.845277777777778,77.21277777777777,Base,"",211.0,212.0,,,212.8
015- MGD3VNS,Shahzadpur,25.665,81.41861111111112,Base,"",89.3,90.0,,83.32,90.42
015-CDBNG,CHUNCHUNAKATTE,12.511111111111111,76.30305555555556,Base,,756.5,758.0,,,759.46
015-CDJAPR,Barod,25.380277777777778,76.32027777777778,Base,"",210.0,215.0,,,223.8
015-CHEJMU,Jammu Tawi (Sidhra),32.76277777777778,74.88444444444445,Base,,316.5,317.0,,,321.1
015-DDASL,HARINKHOLA,22.83861111111111,87.90361111111112,Level,"",11.8,12.8,,,14.6
015-ERDBWN,Anandpur,21.211111111111112,86.12055555555555,Level,"",37.44,38.36,,,41.35
015-HGDDDN,Haridwar ,29.975638888888888,78.18752777777779,Level,HARIDWAR,293.0,294.0,,,296.3
015-HYDCHENNAI,Magaral,12.708333333333332,79.75,Base,"",60.78,61.78,,,62.28
015-LBDJPG,CORONATION,26.901944444444442,88.47222222222223,Base,"",,,,,156.0
015-LGD3BEH,KATWA,23.648777777777777,88.14046111111112,Base,,13.1,14.32,,,15.45
015-LGDHYD,Eturunagaram,18.32,80.46000000000001,Level,"",73.32,75.82,,,77.66
015-LKDHYD,K. Agraharam,16.25777777777778,77.84027777777777,Base,"",281.0,282.0,,,285.3
015-LYDAGRA,SEONDHA,26.171944444444446,78.80416666666666,Base,"",138.0,139.0,,,143.74
015-MAHGAND,Raska WeIr,22.904166666666665,72.74111111111111,Base,"",,,,,38.17
015-MBDGHY,Matijuri,24.649444444444445,92.60888888888888,Level,"",19.27,20.27,,,22.73
015-MDBURLA,Baronda,20.910555555555554,81.88722222222223,Base,,,,,,290.82
015-MDSIL,Katigorah,24.815833333333334,92.64972222222222,Base,,,,,,19.88
015-MGD1LKN,Mukhlispur,26.603055555555557,83.02888888888889,Base,"",77.65,78.65,,,79.84
015-MGD2LKN,Bani,26.651666666666664,80.79416666666667,Base,,114.5,115.5,,,116.5
015-MGD4PTN,Dheng Bridge,26.723888888888887,85.32277777777777,Level,"",70.0,71.0,,,73.47
015-MGD5PTN,Kadirganj,24.912499999999998,85.5936111111111,Base,"",85.0,86.0,,,86.52
015-NDBHP,Tawa Reservoir,22.56222222222222,77.97527777777778,Inflow,tawanagar,,,355.4,356.692,356.692
015-SRDCBE,AMBARAMPALAYAM,10.631388888888889,76.94611111111111,Base,,223.5,224.5,,,224.78
015-SWRDKOCHI,KIDANGOOR,9.674999999999999,76.60277777777777,Base,"",6.16,7.16,,,8.24
015-TDSURAT,BURHANPUR,21.298333333333336,76.23611111111111,Base,"",218.0,220.98,,,239.95
015-UBDDIB,Desangpani,27.046666666666667,94.91222222222223,Base,"",104.26,105.26,,,106.26
015-UGDHYD,Nanded,19.15,77.31,Level,"",351.0,354.0,,,357.1
015-UKDPUNE,Belne Bridge,16.22083333333333,73.59472222222222,Base,,15.5,16.5,,,20.01
015-UYDDEL,Delhi Railway Bridge,28.662499999999998,77.24888888888889,Level,"",204.5,205.33,,,208.66
016-CDBNG,K.M. VADI,12.347222222222223,76.29222222222222,Base,,771.0,772.0,,,773.365
016-CDJAPR,Khatoli,25.679444444444446,76.48388888888888,Base,"",201.0,202.0,,,209.05
016-ERDBWN,Akhuapada,20.916944444444447,86.27972222222222,Level,"",17.83,18.33,,,21.95
016-HGDDDN,"Ch. Charan Singh Madhya Ganga Barrage, Bijnor",29.372777777777777,78.03833333333333,Inflow,"",219.0,220.0,221.5,222.5,220.8
016-HYDCHENNAI,Chengalpet,12.65,79.94722222222222,Base,"",27.5,28.35,,,29.35
016-LBDJPG,SEVOKE,26.88,88.47277777777778,Base,"",,,,,147.3
016-LGD3BEH,PALASIPARA (SEASONAL),23.79416666666667,88.41805555555555,Base,,,,,,14.855
016-LGDHYD,Dummagudem,17.852500000000003,80.88,Level,"",53.0,55.0,,,60.25
016-LKDHYD,Srisailam Reservoir,16.08,78.9,Inflow,"",,,269.75,269.75,
016-LYDAGRA,HAMIRPUR,25.960277777777776,80.1538888888889,Level,"Kalpi,Shahijina",102.63,103.63,,,108.59
016-MAHGAND,Kheroj,24.231111111111108,73.00833333333334,Base,"",215.0,216.0,,,218.0
016-MBDGHY,Dholai,24.59361111111111,92.84527777777777,Base,"",,24.58,,,28.24
016-MDBURLA,Andhiyarkhore,21.834722222222222,81.59722222222221,Base,,,,,,260.2
016-MDSIL,Borkhola,24.924166666666668,92.75333333333333,Base,,,,,,20.4
016-MGD1LKN,Hetimpur,26.736944444444447,83.83305555555555,Base,"",77.42,78.42,,,79.64
016-MGD2LKN,Raebareli,26.198611111111113,81.25111111111111,Level,"",100.0,101.0,,,104.81
016-MGD3VNS,Pratapgarh,25.934166666666666,82.00194444444445,Base,"",84.23,85.23,,,85.34
016-MGD4PTN,Runisaidpur,26.34611111111111,85.48583333333333,Level,"",54.0,55.0,,,58.34
016-MGD5PTN,Lakhisarai,25.184722222222224,86.10194444444444,Base,"",41.347,42.347,,,45.85
016-NDBHP,Narmadapuram,22.756666666666668,77.73166666666667,Level,"",292.83,293.83,,,301.33
016-SRDCBE,THENI,10.001111111111111,77.485,Base,"",282.5,283.5,,,285.67
016-SWRDKOCHI,VANDIPERIYAR,9.573333333333332,77.09055555555555,Base,"",794.2,795.2,,,797.13
016-TDSURAT,HATHNUR,21.07,75.95,Inflow,"",212.0,214.0,214.0,214.11,214.11
016-UBDDIB,Nanglamoraghat,26.985,94.77666666666667,Level,"",93.46,94.46,,,96.49
016-UGDHYD,Yelli,19.03527777777778,77.46666666666667,Base,,,,,,
016-UKDPUNE,Daund,18.473888888888887,74.57638888888889,Base,,504.0,505.0,,,508.8
016-UYDDEL,Mohna,28.223611111111108,77.45583333333333,Base,"",190.5,191.5,,,192.45
016-WGDNGP,P.G. Bridge,19.820833333333333,78.56083333333333,Base,"",,,,,217.98
017-CDBNG,AKKIHEBBAL,12.598611111111111,76.40055555555556,Base,,753.0,754.0,,,754.8
017-CDJAPR,Aklera,24.429722222222225,76.60388888888889,Base,"",308.0,309.0,,,314.45
017-CHEJMU,Akhnoor,32.90083333333333,74.75888888888889,Base,,322.29,323.29,,,324.29
017-DDASL,Maharo,24.32361111111111,87.20222222222222,Base,"",,,,,139.03
017-ERDBWN,Keonjhar,21.62777777777778,85.63138888888888,Base,,,,,,463.81
017-HGDDDN,Karnaprayag (P),30.255,79.22111111111111,Base,,772.0,773.0,,,774.05
017-HYDCHENNAI,Vazhavachanur,12.065833333333334,78.97805555555556,Base,"",137.8,138.8,,,142.72
017-LBDJPG,CHEL,26.8625,88.63611111111112,Base,"",,,,,160.8
