station_code,name,lat,lon,type,nearest_town,warning_level,danger_level,frl,mwl,highest_flow_level
027-UBDDIB,Seppa,27.356944444444444,93.03861111111111,Base,"",339.0,340.0,,,342.6
027-UGDHYD,Sripada Yellampalli Project,18.844166666666666,79.37277777777777,Inflow,Ramagundam,,,148.0,,
027-UKDPUNE,Collem,15.338611111111112,74.24833333333333,Base,,70.0,71.0,,,73.5
027-UYDDEL,Purola,30.798055555555557,78.115,Base,,1199.0,1200.0,,,1198.52
028- MDSIL,NEAIRGRAM,24.76222222222222,92.83694444444444,Base,,,,,,23.76
028-DDASL,Simulia,23.28777777777778,86.36027777777777,Base,"",206.12,207.12,,,207.8
028-HGDDDN,Harshil,31.034722222222225,78.75027777777778,Base,,2494.5,2495.5,,,2496.3
028-HYDCHENNAI,Nandalur,14.254722222222222,79.11638888888888,Base,"",136.62,137.62,,,138.12
028-LBDJPG,Mathabhanga,26.325277777777778,89.23444444444445,Level,"",47.7,48.2,,,49.85
028-LGD3BEH,JIAGANG,24.234722222222224,88.26361111111112,Base,,,,,,20.81
028-LGDHYD,Dowlaiswaram (State Govt Site),16.938333333333333,81.7825,Level,Rajahmundry,14.25,16.08,,,18.36
028-LKDHYD,Doddipadu,15.739999999999998,78.00805555555556,Base,,,,,,289.773
028-MAHGAND,Abu Road,24.49361111111111,72.79027777777777,Level,,258.0,259.0,,,265.4
028-MDBURLA,Surajgarh,21.69361111111111,83.37722222222222,Base,,,,,,201.06
028-MGD1LKN,Jauljibi,29.760555555555555,80.36944444444444,Base,"",606.3,607.3,,,607.9
028-MGD2LKN,Todarpur,27.584722222222222,79.995,Base,,,,,,143.07
028-MGD3VNS,NARAYANPUR,25.20777777777778,83.01138888888889,Base,"",71.41,72.41,,,74.91
028-MGD4PTN,Taibpur,26.3925,88.1575,Level,"",65.0,66.0,,,67.26
028-MGD5PTN,Farakka(FF),24.8,87.92,Level,"",21.25,22.25,,,25.14
028-SWRDKOCHI,KALATHUKADAVU,9.719722222222222,76.77833333333334,Base,,24.8,25.8,,,26.3
028-TDSURAT,MADHUBAN DAM,20.19,73.06,Inflow,SILVASSA,,,79.86,80.6,80.6
028-UBDDIB,Bana,26.99999999996205,94.00000000002788,Base,"",,,,,
028-UKDPUNE,Sarati,17.911944444444444,75.0075,Base,"",474.128,475.128,,,477.808
028-UYDDEL,Aglarpul,30.514444444444443,77.99972222222222,Base,,689.5,690.5,,,689.7
028-WGDNGP,Sirpur (Town),19.509722222222223,79.58638888888889,Level,"",159.95,160.95,,,162.74
028CDBNG,HALADI,13.581666666666667,74.85777777777777,Base,Kundapura,7.0,8.0,,,9.05
028ERDBWN,Sorada,19.755555555555556,84.44305555555556,Base,BERHEMPUR,80.99,81.99,,,83.21
029-CDJAPR,Barodiya,24.433611111111112,76.34055555555555,Base,,323.0,324.0,,,322.82
029-DDASL,Tusuma,23.104444444444447,86.66166666666668,Base,"",140.28,141.28,,,145.3
029-ERDBWN,Purusottampur,19.516666666666666,84.88333333333334,Level,berhempur,15.835,16.835,,,19.655
029-HGDDDN,Gaurikund,30.654444444444444,79.02805555555555,Base,,1975.8,1976.8,,,1977.35
029-HYDCHENNAI,Poondi Satyamoorthy Reservoir,13.18,79.86,Inflow,Thiruvallur,,,42.67,,
029-LBDJPG,Hasimara,26.729166666666664,89.32583333333334,Level,"",116.3,116.9,,,118.5
029-LGDHYD,VALAMURU (Pamuleru),17.633055555555558,81.63611111111112,Base,,,,,,395.82
029-LKDHYD,Suddakal,16.572777777777777,78.42333333333333,Base,,,,,,431.22
029-MAHGAND,Sarotry,24.36916666666667,72.54666666666667,Base,"",190.0,191.0,,,191.5
029-MDBURLA,Jamadarpali,21.56722222222222,83.98166666666667,Base,,,,,,192.22
029-MDSIL,Feni G & D Site,22.978888888888886,91.68222222222222,Base,,,,,,
029-MGD1LKN,GHAT,29.498611111111114,80.12583333333333,Base,"",464.0,465.0,,,475.0
029-MGD2LKN,Sandi,27.271666666666665,79.95,Base,,,,,,130.74
029-MGD3VNS,Ahraura,25.08277777777778,82.92083333333333,Base,"",73.3,74.3,,,77.51
029-MGD4PTN,Araria,26.125,87.49305555555556,Level,"",46.0,47.0,,,49.4
029-MGD5PTN,Azmabad,25.33722222222222,87.26583333333333,Base,,29.54,30.54,,,32.41
029-SWRDKOCHI,KONDAZHY,10.723333333333333,76.40194444444445,Base,,32.3,33.3,,,36.145
029-TDSURAT,NANIPALSAN,20.202777777777776,73.28111111111112,Base,,106.0,107.0,,,110.03
029-UBDDIB,Bhalukpong,27.01638888888889,92.64222222222223,Base,"",139.0,140.0,,,141.79
029-UGDHYD,JANWADA,18.0325,77.4725,Base,,,,,,
029-UKDPUNE,Paragaon,18.56833333333333,74.38055555555555,Base,,514.0,515.0,,,515.72
029-UYDDEL,Sabhawala,30.38111111111111,77.79666666666667,Base,,425.0,426.0,,,426.6
029CDBNG,SANTEGULI,14.434444444444445,74.58888888888889,Base,Kumta,16.0,17.0,,,19.71
030,Gomukhi dam,11.799999999907637,78.81666666710932,Base,"",,,,,
030-CDJAPR,Borkhandi,25.184722222222224,75.93555555555555,Base,,244.5,246.0,,,245.95
030-DDASL,Kangsabati Reservoir,22.965,86.79027777777777,Inflow,"",,134.112,134.11,,135.67
030-ERDBWN,Madhabarida,19.853055555555557,84.62638888888888,Base,"",,60.65,,,61.44
030-HDCHENNAI,Gomukhi Dam,11.77888888888889,78.83027777777778,Inflow,"",,,183.18,,
030-HGDDDN,Gangotri,30.99388888888889,78.94027777777778,Base,,3055.5,3056.5,,,3057.32
030-LBDJPG,Ghugumari,26.28666666666667,89.45972222222223,Level,Cooch Behar,39.8,40.41,,,41.46
030-LGDHYD,Chinturu (Tallagudem/Kummuru),17.74361111111111,81.38666666666667,Level,"",40.5,42.0,,,50.42
030-LKDHYD,Melaganur,15.845555555555556,77.02527777777777,Base,"",,,,,342.38
030-LYDAGRA,Matatila Reservoir,25.1,78.36,Inflow,,,,308.46,310.04,
030-MAHGAND,Dantiwada Dam,24.337777777777777,72.33916666666666,Inflow,"",182.88,185.06,184.1,185.06,186.04
030-MBDGHY,Harangajao,25.115555555555556,92.85666666666665,Base,"",,,,,134.0
030-MDBURLA,Deogaon,21.221944444444443,83.91222222222223,Base,,,,,,130.5
030-MGD1LKN,Kanjyoti,30.02611111111111,80.57777777777777,Base,"",1550.1,1551.1,,,1552.5
030-MGD2LKN,Lalganj,26.11138888888889,80.92222222222223,Base,,,,,,100.0
030-MGD3VNS,Kohdarghat,25.151666666666664,81.98222222222222,Base,"",81.51,82.51,,,85.01
030-MGD4PTN,Dhengraghat,25.850555555555555,87.80611111111111,Level,"",34.65,35.65,,,38.2
030-SRDCBE,KALLIDAIKURICHHI,8.693333333333333,77.46583333333334,Base,"",73.5,74.4,,,78.85
030-SWRDKOCHI,KOTTAPURAM,10.677777777777777,76.20055555555555,Base,,18.5,20.0,,,20.45
030-TDSURAT,SILVASSA,20.268055555555556,72.98555555555555,Base,,29.0,30.0,,,37.26
030-UBDDIB,NT Road Crossing Jia-Bharali,26.8105,92.87963888888888,Level,"",77.5,78.5,,73.0,78.5
030-UGDHYD,JANNEPALLY,18.81361111111111,78.06333333333333,Base,,342.655,343.655,,,344.655
030-UKDPUNE,Navalgund,15.573055555555555,75.37305555555555,Base,,562.0,564.5,,,569.8
030-UYDDEL,Attal,30.761388888888888,77.705,Base,,777.0,778.0,,,778.98
030CDBNG,YENNEHOLE,13.294166666666667,74.98083333333334,Base,Karkala,22.0,23.0,,,26.05
031,Sathanur Dam,12.200000000392668,78.59166666686765,Base,"",,,,,
031-CDJAPR,Dubi,26.19361111111111,76.36777777777777,Base,,226.0,227.0,,,225.24
031-DDASL,Lalgarh,22.583333333333332,87.04388888888889,Base,"",,,,,50.5
031-ERDBWN,Mahendragarh,19.223333333333333,84.2625,Base,"",,,,,568.31
031-HDCHENNAI,Sathanur Dam,12.183055555555555,78.85,Inflow,"",,,222.2,,
031-HGDDDN,Birahi,30.407777777777778,79.3888888888889,Base,,1042.4,1043.4,,,1044.81
031-LBDJPG,Champasari,26.739166666666666,88.42222222222223,Base,"",,,,,120.24
031-LGDHYD,Polavaram Irrigation Project,17.2925,81.64361111111111,Inflow,"",,,,,
031-LYDAGRA,RAJGHAT DAM,24.76,78.23,Inflow,,,,371.0,373.07,
031-MAHGAND,Ambaji,24.323888888888888,72.8611111111111,Base,,,,,,
031-MDBURLA,Khairmal,20.828333333333333,83.98,Base,,,,,,108.31
031-MGD1LKN,Bangapani,29.959444444444443,80.30444444444444,Base,,987.25,988.25,,,991.5
031-MGD3VNS,Chakghat,25.033333333333335,81.73472222222222,Base,"",91.2,92.2,,,96.0
031-MGD4PTN,Jhawa,25.612222222222222,87.78777777777778,Level,"",30.4,31.4,,,34.07
031-MGD5PTN,Garhwa,24.21361111111111,83.87833333333333,Base,,173.55,174.55,,,175.55
031-SRDCBE,HARUR,12.077777777777778,78.50222222222222,Base,,346.22,347.22,,,348.0
031-TDSURAT,VAPI,20.37,72.88,Level,"",18.2,19.2,,,23.76
031-UBDDIB,Tezpur,26.616666666666667,92.79730555555555,Level,"",64.23,65.23,,,66.59
031-UKDPUNE,Mudhol,16.323333333333334,75.28111111111112,Base,,537.0,539.0,,,544.73
031-UYDDEL,Meenus (Khad),30.761388888888888,77.705,Base,,732.5,733.5,,,735.3
031_MGD2LKN,Sitapur,27.571944444444444,80.68583333333333,Base,,128.5,129.5,,,131.1
032-ADSL,Mohanpur,22.398333333333333,87.3436111111111,Level,"",24.73,25.73,,,29.62
032-CDJAPR,Lakheri,25.61888888888889,76.19416666666667,Base,,206.0,206.5,,,215.05
032-ERDBWN,Mohana,19.44472222222222,84.26138888888889,Base,"",,,,,463.6
032-HGDDDN,Brahmakhaal,30.695,78.29722222222222,Base,,1193.0,1194.0,,,1191.72
032-HYDCHENNAI,Wellington Reservoir,11.4,79.08999999999999,Inflow,"",,,72.54,,
032-LBDJPG,MURTI,26.840555555555554,88.82777777777777,Base,"",,,,,141.45
032-LGDHYD,Atreyapuram (Gauthami),16.815,81.81638888888888,Level,Ravulapalem,13.5,15.0,,,15.86
032-LYDAGRA,KIRAOLI,27.124444444444446,77.74138888888889,Base,,168.04,169.04,,,166.86
032-MAHGAND,Kamalpur,23.808333333333334,71.74416666666667,Base,"",37.5,38.5,,,38.98
032-MDBURLA,Marshaghai ,20.409166666666664,86.4925,Base,,,,,,6.15
032-MGD1LKN,Gagrigol,29.90361111111111,79.63472222222222,Base,,1095.5,1096.5,,,1098.5
032-MGD2LKN,Shahjahanpur,27.836944444444445,79.91000000000001,Base,,,,,,146.55
032-MGD3VNS,LALGANJ,24.924722222222222,82.25777777777778,Base,"",137.0,138.0,,,139.15
032-MGD4PTN,Kanti,26.27361111111111,85.30027777777778,Base,"",53.09,54.09,,0.0,56.45
032-MGD5PTN,Fatehpur,25.511666666666667,85.19527777777778,Base,,50.4,51.4,,,52.63
032-SWRDKOCHI,MANIKAL,9.531111111111112,76.91222222222223,Base,,77.4,78.4,,,79.63
032-TDSURAT,DAMAN,20.41,72.83999999999999,Level,"",2.6,3.4,,,4.0
032-UBDDIB,Kheronighat,25.84861111111111,92.885,Base,"",,,,,74.92
032-UGDHYD,Pratappur,19.519444444444442,74.38277777777778,Base,,,,,,527.66
032-UKDPUNE,Koyna,17.4,73.75,Inflow,"",,,659.43,,
032-UYDDEL,Meenus(Tons),30.761388888888888,77.70527777777778,Base,,727.5,728.5,,,730.35
032-WGDNGP,Gosikhurd Dam,20.871944444444445,79.60388888888889,Inflow,Pauni,,,245.5,245.7,245.5
033,Bateshwar,16.829166667001573,81.75472222257275,Base,,,,,,
033-CDJAPR,Tumri,24.328888888888887,75.1563888888889,Base,,413.125,414.125,,,415.625
033-DDASL,Purihansha,23.073888888888888,86.36277777777777,Base,"",194.7,195.7,,,200.25
033-ERDBWN,Kutragada,19.614722222222223,83.55027777777778,Base,,,,,,269.84
033-HDCHENNAI,Mayambadi,11.737499999999999,78.79083333333332,Base,"",220.5,221.5,,,222.0
033-HGDDDN,Dhopaddhaar,30.516944444444444,78.75611111111111,Base,,1381.0,1382.0,,,1382.2
033-LBDJPG,AIE NH XING,26.496602777777778,90.65384444444445,Base,"",,,,,53.33
033-LGDHYD,Kanuru Agraharam (Vashista),16.829166666666666,81.75472222222223,Base,,,,,,14.83
033-LKDHYD,Munugodu,16.554722222222225,80.2063888888889,Base,,,,,,30.13
033-LYDAGRA,BATESHWAR,26.941666666666666,78.57333333333332,Base,,135.96,136.96,,,135.02
033-MAHGAND,Bhakudar (Sipu Dam),24.400277777777777,72.30944444444444,Base,"",,,186.43,,186.48
033-MDBURLA,Kanas (S),20.003888888888888,85.64361111111111,Base,,,,,,5.57
033-MGD1LKN,Thal,29.8275,80.14111111111112,Base,,788.12,789.12,,,790.5
033-MGD2LKN,Shergarh,28.68138888888889,79.33777777777777,Base,,,,,,181.012
033-MGD3VNS,Kairi,24.96361111111111,81.82472222222222,Base,"",92.35,93.35,,,96.37
033-MGD4PTN,Sakra,26.040555555555557,85.55499999999999,Base,"",49.58,50.58,,,51.47
033-MGD5PTN,Kolhachak,25.35138888888889,85.0936111111111,Base,,54.48,55.48,,,56.13
033-SWRDKOCHI,PALAKADAVU,10.424999999999999,76.23777777777778,Base,,4.14,5.14,,,6.08
033-TDSURAT,PINGALWADA,22.110833333333336,73.0786111111111,Base,,16.0,16.9,,,19.25
033-UBDDIB,Kampur,26.152777777777775,92.65333333333334,Level,"",59.5,60.5,,,62.2
033-UKDPUNE,Veer Dam,18.12,74.08999999999999,Inflow,"",,,579.85,,
033-UYDDEL,Kalsi,30.526944444444442,77.85305555555556,Base,,512.0,513.0,,,513.25
033-WGDNGP,Bawanthadi Reservoir,21.541666666666668,79.54166666666667,Inflow,,,,344.4,345.6,345.6
034-CDJAPR,Nahargarh,24.190277777777776,75.23555555555555,Base,,405.255,406.255,,,408.835
034-DDASAL,D P Ghat,22.629722222222224,86.97472222222223,Base,"",55.34,56.34,,,56.995
034-ERDBWN,Gudari,19.404444444444444,83.76638888888888,Base,"",,,,,121.82
034-HDCHENNAI,Kalpadai,11.787222222222223,78.78666666666666,Base,"",204.25,205.25,,,205.75
034-HGDDDN,Suraithota,30.531388888888888,79.74083333333333,Base,,2148.5,2149.5,,,2148.24
034-LBDJPG,BAHALPUR,26.319488888888888,90.46948888888889,Base,"",,,,,35.8
034-LGDHYD,PVNRao Kantanapally Project,18.58611111111111,80.39333333333335,Inflow,"",,,83.0,89.0,
034-LKDHYD,Anantharam,17.446944444444444,79.40972222222223,Base,,,,,,231.1
034-LYDAGRA,RUPAS NAGAR,27.121666666666666,78.53277777777778,Base,,163.5,164.5,,,161.85
034-MDBURLA,Tikarpara,20.598888888888887,84.78138888888888,Base,"",,,,,74.98
034-MGD1LKN,Bageshwar,29.828055555555554,79.7713888888889,Base,,856.6,857.6,,,856.97
034-MGD2LKN,Meerganj,28.51861111111111,79.25166666666667,Base,,,,,,171.671
034-MGD3VNS,NAUDHIYA,24.191388888888888,81.47944444444444,Base,"",299.5,300.5,,,304.02
034-MGD4PTN,Bishunpur,26.0325,85.81472222222222,Base,"",46.4,47.4,,,48.97
034-MGD5PTN,Sultanganj,25.253055555555555,86.73472222222222,Base,,33.5,34.5,,,36.75
034-SWRDKOCHI,PALLIPPADY,10.039444444444444,76.61638888888888,Base,,23.8,24.8,,,25.5
034-TDSURAT,MAHUWA,21.014444444444443,73.14027777777778,Base,,16.0,18.0,,,24.8
034-UBDDIB,Dharamtul,26.168333333333333,92.3586111111111,Level,"",55.0,56.0,,,58.09
034-UGDHYD,Mula Dam,19.35,74.6,Inflow,,,,552.3,,
034-UKDPUNE,Warna Dam,17.13,73.86,Inflow,"",,,626.9,,
034-UYDDEL,Renuka Ji,30.604444444444447,77.44111111111111,Base,,628.0,629.0,,,629.02
034-WGDNGP,Pench Reservoir (Machagora Dam),22.119444444444444,79.17361111111111,Inflow,,,,625.75,626.97,626.97
034MAHGAND,Ganod,21.665555555555553,70.18083333333334,Base,"",32.0,33.0,,,33.85
035,Bhomoraguri,26.610833333333336,92.85388888888889,Base,"",65.0,66.0,,,67.18
035-CDBNG,Kalmane,13.652222222222223,75.17916666666667,Base,,612.5,613.0,,,613.41
035-CDJAPR,Jahazpur,25.634166666666665,75.22444444444444,Base,,320.5,322.0,,,323.1
035-ERDBWN,Gunupur,19.083333333333332,83.80555555555556,Level,"",83.0,84.0,,,88.75
035-HDCHENNAI,Melkalpoondi,11.435277777777777,78.9388888888889,Base,,100.1,101.1,,,101.6
035-HGDDDN,Maneri,30.772777777777776,78.60138888888888,Base,,1422.0,1423.0,,,1426.55
035-LGDHYD,Kothapalle (Sileru),17.825277777777778,81.55277777777778,Base,,,,,,64.135
035-LYDAGRA,BARETHA,26.908055555555553,77.93,Base,,158.8,159.8,,,161.1
035-MAHGAND,Balotra,25.82361111111111,72.22333333333333,Base,,104.5,105.5,,,105.92
035-MDBURLA,Padmavati,20.343888888888888,85.2961111111111,Base,"",,,,,45.78
035-MGD1LKN,Kabir Ganj,28.50861111111111,80.38444444444445,Base,,,,,,165.1
035-MGD4PTN,Kukraha,26.56527777777778,84.44694444444445,Base,,69.6,70.6,,,72.1
035-SRDCBE,Gandhavayal,11.374166666666667,76.99222222222222,Base,,94.5,95.0,,,95.15
035-SWRDKOCHI,PULLAKKAYAR,9.574444444444444,76.88611111111112,Base,,96.2,97.2,,,101.665
035-TDSURAT,DURVESH,19.7125,72.93055555555556,Base,,12.0,13.0,,,16.13
035-UGDHYD,Manjlegaon,19.15,76.18,Inflow,,,,454.0,,
035-UKDPUNE,Ujjani Reservoir,18.07,75.11999999999999,Inflow,"",,,496.83,497.58,
035-UYDDEL,Ganguwala,30.436944444444446,77.5786111111111,Base,,370.5,371.5,,,373.93
035=DDASL,KHARIDWAR,23.000694444444445,86.63944444444445,Base,"",,,,,137.2
035MGD5PAT,Mahnar,25.58277777777778,85.53666666666666,Base,,46.53,47.53,,,48.91
036-CDJAPR,Devliya Khurd,26.018055555555556,75.24972222222222,Base,,319.7,320.7,,,321.1
036-DDASL,SUNDAR DAM,24.93,87.38,Inflow,"",,,110.795,112.85,
036-ERDBWN,Kashinagar,18.848333333333333,83.87305555555555,Level,"",54.1,54.6,,,58.935
036-HDCHENNAI,V.Kallathur,11.4025,78.92972222222222,Base,"",99.15,100.15,,,100.65
036-HGDDDN,Vishnuprayag,30.56222222222222,79.5761111111111,Base,,1436.0,1437.0,,,1445.5
036-LGDHYD,Ankushapur,16.352777777777778,79.63805555555557,Base,,,,,,
036-LYDAGRA,JARAINA,26.43277777777778,77.90222222222222,Base,,172.1,173.1,,,176.5
036-MAHGAND,Gandhav,24.988611111111112,71.68,Base,,35.0,36.0,,,36.4
036-MBDNEW,Diprang Gaon,26.17638888888889,92.08638888888889,Base,,,,,,55.0
036-MDBURLA,Naraj,20.471666666666664,85.76555555555555,Level,Cuttack,25.41,26.41,26.41,27.61,27.61
036-MGD1LKN,Kukea,28.1125,80.83361111111111,Base,,138.8,139.8,,,141.1
036-MGD2LKN,Sehramau (South),27.74361111111111,79.92888888888889,Base,,,,,,145.473
036-MGD3VNS,NIWARI,24.603611111111114,82.77638888888889,Base,"",179.0,180.0,,,182.94
036-MGD4PTN,Saharghat,26.543055555555558,85.8561111111111,Base,"",54.0,55.0,,,58.25
036-SRDCBE,Alandurai,10.951944444444443,76.78527777777778,Base,,445.47,445.97,,,447.6
036-SWRDKOCHI,ARKKANNUR,8.8725,76.84666666666666,Base,,27.0,28.0,,,28.15
036-TDSURAT,LOHARA,20.81638888888889,76.76388888888889,Base,,241.4,243.0,,,242.75
036-UGDHYD,Yeldari Reservoir,19.71,76.75,Inflow,,,,461.772,462.38,
036-UKDPUNE,Hipparagi Barrage,16.55,75.16000000000001,Inflow,"",,,524.87,531.4,
036-UYDDEL,Gaura,30.897222222222222,77.19666666666667,Base,,917.0,918.0,,,921.69
036MGD5PTN,Dighwara,25.741111111111113,84.96305555555556,Base,,53.8,54.8,,,56.3
037 CDBNG,PULIKUKKU,12.71111111111111,75.46916666666667,Base,,83.325,84.325,,,85.105
037-DDASL,PUNASI DAM,23.51,85.67,Base,"",,,,,
037-ERDBWN,Gotta Barrage,18.688055555555557,83.96388888888889,Inflow,"",,,38.1,39.1,39.87
037-HDCHENNAI,Venganur,11.443055555555556,79.02444444444444,Base,"",77.8,78.3,,,78.79
037-LGDHYD,Kerlapal (Malinger),18.291944444444447,81.57,Base,,,,,,157.56
037-LKDHYD,Kurnool Town,15.845,78.0375,Level,"",273.0,274.0,,,281.23
037-LYDAGRA,NEPARI,26.300555555555555,77.59694444444445,Base,,178.5,179.5,,,182.2
037-MBDNEW,Banglabasti,26.199444444444445,92.67333333333333,Base,,,,,,61.4
037-MDBURLA,Alipingal,20.22083333333333,86.14666666666668,Level,"",10.85,11.76,,,13.11
037-MGD1LKN,Chaugurji Ghat,28.393055555555556,81.0075,Base,,,,,,143.1
037-MGD2LKN,Jyoti Jagir,28.38861111111111,79.65,Base,,,,,,171.218
037-MGD3VNS,MADWAS,24.168055555555558,81.8963888888889,Base,"",322.0,323.0,,,325.45
037-MGD4PTN,Chhitaunighat,27.17777777777778,83.96333333333334,Base,,91.5,92.5,,,94.0
037-SWRDKOCHI,ARUVIPURAM,8.42,77.0925,Base,,6.5,8.0,,,12.39
037-TDSURAT,AKOLA,20.708055555555553,76.99305555555556,Base,,279.5,282.45,,,282.45
037-UGDHYD,Karanja Dam,17.88,77.31,Inflow,,,,587.8,,
037-UKDPUNE,Malaprabha Dam,15.821408333333332,75.09671388888889,Inflow,Navilutheertha,,,633.83,633.83,
037-UYDDEL,Kheri,30.779999999999998,77.29777777777778,Base,,782.0,783.0,,,785.8
037MAHGAND,Gungan,22.961666666666666,70.76444444444445,Base,"",17.0,18.0,,,19.59
037MGD5PTN,Sitalpur,25.746111111111112,85.02638888888889,Base,,53.2,54.2,,,55.1
038-CDJAPR,Kalisindh Dam,24.482777777777777,76.22305555555556,Inflow,"",,,316.0,316.0,
038-DDASL,GHANSADIH,23.71388888888889,86.3611111111111,Base,,,,,,144.89
038-HDCHENNAI,Penneswaramadam,12.395555555555555,78.24583333333334,Base,"",442.52,443.52,,,444.02
038-LGDHYD,Talnar,18.585277777777776,81.86166666666666,Base,,,,,,211.28
038-LKDHYD,Avanigadda,16.02,80.91000000000001,Level,"",9.0,11.0,,,11.87
038-LYDAGRA,MANSURPUR,25.945555555555554,80.53138888888888,Base,,105.0,106.0,,,106.92
038-MBDNEW,Machaigaon,27.072222222222223,94.77388888888889,Base,,92.18,93.18,,,94.18
038-MDBURLA,Khandapara,20.2575,85.18611111111112,Base,"",,,,,54.14
038-MGD1LKN,New Motipur,28.264166666666668,81.04833333333333,Base,,,,,,138.041
038-MGD2LKN,Kasmara,27.127222222222223,79.28833333333333,Base,,,,,,152.53
038-MGD4PTN,Bagaha,27.129444444444445,84.04833333333333,Base,,88.4,89.4,,,90.9
038-SRDCBE,Odendurai,11.321666666666667,76.89277777777778,Base,,329.5,330.0,,,331.0
038-SWRDKOCHI,MADAMON,9.363888888888889,76.83777777777777,Base,,100.0,101.0,,,111.0
038-TDSURAT,KURANKHEDA,20.703055555555554,77.24277777777777,Base,,289.55,292.45,,,282.9
038-UKDPUNE,Hidkal Reservoir,16.14318611111111,74.64265,Inflow,Hidkal,,,662.94,662.94,
038-UYDDEL,Fatehgarh,30.172222222222224,77.39222222222223,Base,,272.0,273.0,,,273.75
038CDBNG,BETTADAMANE,13.069166666666666,75.68,Base,,900.0,901.0,,,905.72
038MAHGAND,Sapawada,23.547222222222224,72.01444444444445,Base,,41.0,42.0,,,42.3
039,Krishnagiri Dam,12.474722222222223,78.18583333333333,Inflow,"",,,483.108,484.632,
039 CDBNG,BELUR,13.169722222222221,75.87194444444444,Base,,945.0,946.0,,,947.12
039-CDJAPR,Gudha Dam,25.489444444444445,75.46722222222222,Inflow,"",,,305.85,307.39,
039-DDSAL,PHUSRO,23.761111111111113,86.01277777777777,Base,,,,,,204.9
039-ERDBWN,Thottapalli R/s (APSDPSData),18.779999999999998,83.49,Inflow,"",,,105.0,105.0,
039-LGDHYD,Sangampally (Chintavagu),18.75,80.5786111111111,Base,,,,,,121.945
039-LKDHYD,Singatalur Barrage,15.030000000000001,75.83,Inflow,,,,509.0,,
039-LYDAGRA,BULAKIPURA,26.678055555555556,79.32833333333333,Base,,136.0,137.0,,,137.72
039-MBDNEW,B G Road,27.066944444444445,94.53166666666667,Base,,90.62,91.62,,,92.62
039-MDBURLA,Nimapara,20.060833333333335,86.00638888888889,Level,Nimapara,9.85,10.76,10.76,10.76,11.6
039-MGD1LKN,Ramnagar Bagha,28.156666666666666,81.0925,Base,,,,,,135.902
039-MGD2LKN,Kasganj,27.78777777777778,78.62527777777777,Base,,,,,,172.5
039-MGD3VNS,Arsadpur,25.666666666666668,83.55416666666666,Base,"",64.5,65.5,,,65.6
039-MGD4PTN,Indo-Nepal Border (Bhutahi),26.698611111111113,85.5411111111111,Base,"",67.7,68.7,,,70.2
039-SRDCBE,Kukkalthurai,11.485555555555555,76.8325,Base,,1497.5,1498.5,,,1499.0
039-SWRDKOCHI,NELLIPPALLI,9.027777777777779,76.92472222222223,Base,,18.0,20.0,,,19.83
039-TDSURAT,WANKHED,20.988333333333333,76.71666666666667,Base,,253.75,254.9,,,257.2
039-UYDDEL,Panchkuan,30.13111111111111,77.46722222222222,Base,,275.5,276.5,,,277.1
039LBDJPG,Kokrajhar,26.397572222222223,90.25405833333333,Level,"",41.85,42.85,,,43.6
039MAHGAND,Lowara,21.44388888888889,71.56027777777777,Base,"",64.0,65.0,,,66.05
04-SRDCBE,THOPPUR,11.938333333333334,78.05722222222222,Base,"",326.0,327.0,,,327.46
040-DDASL,BERIA,24.041944444444447,86.4775,Base,,,,,,198.7
040-ERDBWN,Srikakulam,18.313333333333333,83.88416666666667,Level,Srikakulam,10.17,10.8,,,14.53
040-LGDHYD,Jeeraguda,18.949166666666667,82.40611111111112,Base,,550.7,552.2,,,557.08
040-LKDHYD,VALIGONDA,17.365555555555556,79.03222222222222,Base,,,,,,306.28
040-LYDAGRA,ORAI-2 Mangrayan,26.049722222222226,79.39611111111111,Base,,135.0,136.0,,,136.62
040-MAHGAND,Mount Abu,24.586944444444445,72.70361111111112,Base,"",,,,,
040-MBDNEW,Ririgaon,26.672222222222224,93.69194444444445,Base,,79.0,80.0,,,79.51
040-MDBURLA,Pubansa (S),20.462777777777777,86.24916666666667,Base,,,,,,13.46
040-MGD1LKN,Parsa,27.989166666666666,81.21416666666667,Base,,,,,,129.2
040-MGD2LKN,Atrauli,27.980833333333333,78.19916666666667,Base,,,,,,183.0
040-MGD3VAR,MAU,26.947777777777777,83.57583333333334,Base,"",61.92,62.92,,,65.42
040-MGD4PTN,Thakraha,26.792222222222225,84.26972222222223,Base,,76.18,77.18,,,78.68
040-MGD5PTN,Manjhi,25.827222222222222,84.58444444444444,Base,,54.3,55.3,,,57.5
040-SWRDKOCHI,THIRUVARAMBU,8.364166666666666,77.25888888888889,Base,,11.0,12.0,,,15.7
040-TDSURAT,PIMPRI,21.128333333333334,75.66722222222222,Base,,,,,,174.0
040-UKDPUNE,Targaon,17.517777777777777,74.14611111111111,Base,,593.0,594.0,,,594.85
040-UYDDEL,Ghodopipli,30.090555555555554,77.40833333333335,Base,,269.0,270.0,,,271.35
040CDBNG,JANNAPURA,13.05638888888889,75.96138888888889,Base,,922.0,923.0,,,923.95
040LBDJPG,Matigara,26.720277777777778,88.37777777777777,Base,,,,,,124.31
041-CDJAPR,Panchana Dam,26.554166666666667,77.005,Inflow,"",,,258.62,258.62,
041-DDASAL,PUTKI,23.75638888888889,86.35208333333333,Base,"",,,,,
